# index ref form lemma:morpheus lemma:cltk lemma:cltk-stanza lemma:dilemma pos:morpheus pos:cltk pos:cltk-stanza pos:dilemma agree
317 02.02.02 θαλάσσης θάλασσα θάλασσα θάλασσα θάλασσα N- N- N- N- Y
318 02.02.02 τὸν ὁ ὁ ὁ ὁ RA RA RA RA Y
319 02.02.02 πλεῖστον πλεῖστος πλεῖστος πλεῖστος πλεῖστος A- A- A- A- Y
320 02.02.02 τοῦ ὁ ὁ ὁ ὁ RA RA RA RA Y
321 02.02.02 βίου βίος βίος βίος βίος N- N- N- N- Y
322 02.02.02 λαμβάνουσιν, λαμβάνω λαμβάνω λαμβάνω λαμβάνω V- V- V- V- Y
323 02.02.02 ὅθεν ὅθεν ὅθεν ὅθεν ὅθεν D- D- C- D- Y
324 02.02.02 καὶ καί καί καί καί C- D- D- C- Y
325 02.02.02 πλοῦτον πλοῦτος1 πλοῦτος πλοῦτος πλοῦτος N- N- N- N- N
326 02.02.02 οὐκ οὐ οὐ οὐ οὐ D- D- D- D- Y
327 02.02.02 ὀλίγον ὀλίγος ὀλίγος ὀλίγος ὀλίγος A- A- A- A- Y
328 02.02.02 ἔχουσι· ἔχω ἔχω ἔχω ἔχω V- V- V- V- Y
329 02.02.02 καὶ καί καί καί καί C- D- D- C- Y
330 02.02.02 ἡ ὁ ὁ ὁ ὁ RA RA RA RA Y
331 02.02.02 παραθαλάσσιος παραθαλάσσιος παραθαλάσσιος παραθαλάσσιος παραθαλάσσιος A- A- A- A- Y
332 02.02.02 πολυάνθρωπός πολυάνθρωπος πολυάνθρωπός πολυάνθρωπος πολυάνθρωπος A- A- A- A- N
333 02.02.02 ἐστι εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
334 02.02.02 ναυτικῷ ναυτικόν ναυτικός ναυτικός ναυτικός N- A- A- A- N
335 02.02.02 ὄχλῳ. ὄχλος ὄχλος ὄχλος ὄχλος N- N- N- N- Y
336 02.03.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
337 02.03.01 δὲ δέ δέ δέ δέ X- D- D- C- Y
338 02.03.01 γεωργοὶ γεωργός γεωργός γεωργός γεωργός A- N- N- N- Y
339 02.03.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
340 02.03.01 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
341 02.03.01 τῇ ὁ ὁ ὁ ὁ RA RA RA RA Y
342 02.03.01 μεσογείᾳ μεσόγαιος μεσογεία μεσογεία μεσόγεια A- N- N- N- N
343 02.03.01 ἄποροί ἄπορος ἄπορός ἄπορος ἄπορος A- A- A- A- N
344 02.03.01 εἰσιν· εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
345 02.03.01 ἀναγκάζουσι ἀναγκάζω ἀναγκάζω ἀναγκάζω ἀναγκάζω V- V- V- V- Y
346 02.03.01 γὰρ γάρ γάρ γάρ γάρ X- D- D- X- Y
347 02.03.01 αὐτοὺς αὐτός αὐτός αὐτός αὐτός RP RP RP RP Y
348 02.03.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
349 02.03.01 Τοῦρκοι Τοῦρκοι Τοῦρκος Τοῦρκος Τοῦρκος N- N- N- N- N
350 02.03.01 τούς ὁ ὁ ὁ ὁ RA RA RA RA Y
351 02.03.01 τε τε τε τε τε X- D- D- C- Y
352 02.03.01 ἄλλους ἄλλος ἄλλος ἄλλος ἄλλος RP A- RP RP Y
353 02.03.01 φόρους φόρος φόρος φόρος φόρος N- N- N- N- Y
354 02.03.01 φέρειν φέρω φέρω φέρω φέρω V- V- V- V- Y
355 02.03.01 καὶ καί καί καί καί C- C- C- C- Y
356 02.03.01 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
357 02.03.01 δεκάτην δέκατος δεκάτη δεκάτη δέκατος A- N- N- A- N
358 02.03.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
359 02.03.01 ὡραίων, ὡραῖος ὡραῖα ὡραῖος ὡραῖος A- N- A- A- N
360 02.03.01 ὥστε ὥστε ὥστε ὥστε ὥστε D- C- C- C- Y
361 02.03.01 οὐκ οὐ οὐ οὐ οὐ D- D- D- D- Y
362 02.03.01 ὀλίγοι ὀλίγος ὀλίγος ὀλίγος ὀλίγος A- A- A- A- Y
363 02.03.01 διὰ διά διά διά διά P- P- P- P- Y
364 02.03.01 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
365 02.03.01 ἀπορίαν ἀπορία ἀπορία ἀπορία ἀπορία N- N- N- N- Y
366 02.03.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
367 02.03.01 ἀναγκαίων ἀναγκαῖον ἀναγκαῖος ἀνάγκη ἀναγκαῖος N- A- N- A- N
368 02.03.01 λείπουσι λείπω λείπω λείπω λείπω V- V- V- V- Y
369 02.03.01 τὰς ὁ ὁ ὁ ὁ RA RA RA RA Y
370 02.03.01 κώμας κώμη κώμη κώμη κώμη N- N- N- N- Y
371 02.03.01 καὶ καί καί καί καί C- C- C- C- Y
372 02.03.01 ἀνόμως ἄνομος ἀνόμως ἄνομος ἄνομος A- D- D- D- N
373 02.03.01 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
374 02.03.01 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
375 02.03.01 λόφοις λόφος λόφος λόφος λόφος N- N- N- N- Y
376 02.03.01 δι’ διά δι ὁ διά P- D- RA P- N
377 02.03.01 ἁρπαγῆς ἁρπαγεύς ἁρπαγή ἁρπαγή ἁρπαγή N- N- N- N- N
378 02.03.01 ἔχουσι ἔχω ἔχω ἔχω ἔχω V- V- V- V- Y
379 02.03.01 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
380 02.03.01 τροφὴν τροφή τροφή τροφή τροφή N- N- N- N- Y
381 02.03.01 ὥσπερ ὥσπερ ὥσπερ ὥσπερ ὥσπερ D- D- D- C- Y
382 02.03.01 κλεπταί· - κλεπταί κλεπτός κλέπτης -- V- A- N- N
383 02.03.01 ἁρπάζουσι ἁρπάζω ἁρπάζω ἁρπάζω ἁρπάζω V- V- V- V- Y
384 02.03.01 γὰρ γάρ γάρ γάρ γάρ X- X- D- X- Y
385 02.03.01 οὐ οὐ οὐ οὐ οὐ D- D- D- D- Y
386 02.03.01 μόνον μόνος μόνος μόνος μόνος A- A- A- D- Y
387 02.03.01 τὰ ὁ ὁ ὁ ὁ RA RA RA RA Y
388 02.03.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
389 02.03.01 Τούρκων Τοῦρκοι Τούρκοι ἔρκος Τοῦρκος N- N- N- N- N
390 02.03.01 ἀλλὰ ἀλλά ἀλλά ἀλλά ἀλλά D- C- C- C- Y
391 02.03.01 καὶ καί καί καί καί C- D- D- C- Y
392 02.03.01 τὰ ὁ ὁ ὁ ὁ RA RA RA RA Y
393 02.03.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
394 02.03.01 πρὶν πρίν πρίν πρίν πρίν D- D- C- C- Y
395 02.03.01 φίλων. φίλος φίλος φίλος φίλος A- A- A- A- Y
396 02.03.02 καὶ καί καί καί καί C- C- D- C- Y
397 02.03.02 οὐ οὐ οὐ οὐ οὐ D- D- D- D- Y
398 02.03.02 δεινός δεινός δεινός δεινός δεινός A- A- A- A- Y
399 02.03.02 ἐστιν εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
400 02.03.02 αὐτοῖς αὐτός αὐτός αὐτός αὐτός RP RP RP RP Y
401 02.03.02 ὁ ὁ ὁ ὁ ὁ RA RA RA RA Y
402 02.03.02 κίνδυνος κίνδυνος κίνδυνος κίνδυνος κίνδυνος N- N- N- N- Y
403 02.03.02 οὐδὲ οὐδέ οὐδέ οὐδέ οὐδέ X- C- C- C- Y
404 02.03.02 ὁ ὁ ὁ ὁ ὁ RA RA RA RA Y
405 02.03.02 θάνατος. θάνατος θάνατος θάνατος θάνατος N- N- N- N- Y
406 02.03.03 οὕτω οὕτως οὕτω(ς) οὕτως οὕτως D- D- D- D- N
407 02.03.03 δὴ δή δή δή δή X- D- D- X- Y
408 02.03.03 πεῖραν πείρω πεῖρα πεῖρα πεῖρα V- N- N- N- N
409 02.03.03 λαμβάνουσι λαμβάνω λαμβάνω λαμβάνω λαμβάνω V- V- V- V- Y
410 02.03.03 τοῦ ὁ ὁ ὁ ὁ RA RA RA RA Y
411 02.03.03 πολέμου. πόλεμος πόλεμος πόλεμος πόλεμος N- N- N- N- Y
412 03.01.01 καὶ καί καί καί καί C- C- D- C- Y
413 03.01.01 δύο δύο δύο δύο δύο A- A- A- A- Y
414 03.01.01 αἰτίαι αἴτιος αἰτία αἰτία αἰτία A- N- N- N- N
415 03.01.01 αἵδε ὅδε ὅδε ὅδε ὅδε RD RA A- RP Y
416 03.01.01 μάλιστα μάλιστα μάλα μάλιστα μάλα D- D- D- D- N
417 03.01.01 αἰεὶ ἀεί ἀεί ἀεί ἀεί D- D- D- D- Y
418 03.01.01 προάγουσι προάγω προάγω προάγω προάγω V- V- V- V- Y
419 03.01.01 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
420 03.01.01 ὑπηκόους ὑπήκοος ὑπήκοος ὑπάκοος ὑπήκους A- A- A- A- N
421 03.01.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
422 03.01.01 τὸν ὁ ὁ ὁ ὁ RA RA RA RA Y
423 03.01.01 πόλεμον πόλεμος πόλεμος πόλεμος πόλεμος N- N- N- N- Y
424 03.01.01 ἥ ὁ ὁ ὁ ὁ RA RA RA RA Y
425 03.01.01 τε τε τε τε τε X- C- D- C- Y
426 03.01.01 ἐπιθυμία ἐπιθυμία ἐπιθυμία ἐπιθυμία ἐπιθυμία N- N- N- N- Y
427 03.01.01 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
428 03.01.01 ἐλευθερίας ἐλευθερία ἐλευθερία ἐλευθερία ἐλευθερία N- N- N- N- Y
429 03.01.01 καὶ καί καί καί καί C- C- C- C- Y
430 03.01.01 ἡ ὁ ὁ ὁ ὁ RA RA RA RA Y
431 03.01.01 τιμωρία τιμωρία τιμωρία τιμωρία τιμωρία N- N- N- N- Y
432 03.01.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
433 03.01.01 ἀδικιῶν. ἀδικία ἀδικία ἀδικιός ἀδικία N- N- N- N- N
434 03.01.02 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
435 03.01.02 γοῦν γοῦν γοῦν γοῦν γοῦν X- D- D- X- Y
436 03.01.02 ἐπιθυμίαν ἐπιθυμία ἐπιθυμία ἐπιθυμία ἐπιθυμία N- N- N- N- Y
437 03.01.02 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
438 03.01.02 ἐλευθερίας ἐλευθερία ἐλευθερία ἐλευθερία ἐλευθερία N- N- N- N- Y
439 03.01.02 ἔχουσιν ἔχω ἔχω ἔχω ἔχω V- V- V- V- Y
440 03.01.02 οἵ ἕ ὁ ὁ ὁ RP RA RA RA N
441 03.01.02 τε τε τε τε τε X- C- D- C- Y
442 03.01.02 Πελοποννήσιοι Πελοποννήσιοι πελοποννήσιοι Πελοποννήσιοι Πελοποννήσιος N- N- N- A- N
443 03.01.02 καὶ καί καί καί καί C- C- C- C- Y
444 03.01.02 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
445 03.01.02 νησιῶται νησιώτης νησιώτης νησιώτης νησιώτης N- N- N- N- Y
446 03.01.02 καὶ καί καί καί καί C- C- C- C- Y
447 03.01.02 ἤδη ἤδη ἤδη ἤδη ἤδη D- D- D- D- Y
448 03.01.02 πρόθυμοί πρόθυμος πρόθυμός πρόθυμος πρόθυμος A- N- A- A- N
449 03.01.02 εἰσιν εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
450 03.01.02 ὅπλα ὅπλον ὅπλον ὅπλον ὅπλον N- N- N- N- Y
451 03.01.02 λαμβάνειν λαμβάνω λαμβάνω λαμβάνω λαμβάνω V- V- V- V- Y
452 03.01.02 καὶ καί καί καί καί C- C- C- C- Y
453 03.01.02 πρὸς πρός πρός πρός πρός P- P- P- P- Y
454 03.01.02 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
455 03.01.02 δεσπότας δεσπότης δεσπότης δεσπότης δεσπότης N- N- N- N- Y
456 03.01.02 κινδυνεύειν κινδυνεύω κινδυνεύω κινδυνεύω κινδυνεύω V- V- V- V- Y
457 03.01.02 διὰ διά διά διά διά P- P- P- P- Y
458 03.01.02 τάδε· ὅδε ὅδε ὅδε ὅδε RD RP RP RP Y
459 03.01.02 πρῶτον πρότερος πρῶτος πρῶτος πρῶτος A- A- A- A- N
460 03.01.02 μὲν μέν μέν μέν μέν X- D- D- X- Y
461 03.01.02 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
462 03.01.02 ὀλιγωρίᾳ ὀλιγωρία ὀλιγωρία ὀλιγωρία ὀλιγωρία N- N- N- N- Y
463 03.01.02 ἔχουσι ἔχω ἔχω ἔχω ἔχω V- V- V- V- Y
464 03.01.02 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
465 03.01.02 Τούρκους Τοῦρκοι Τούρκους Τόρκος Τοῦρκος N- A- N- N- N
466 03.01.02 καὶ καί καί καί καί C- C- C- C- Y
467 03.01.02 νομίζουσιν νομίζω νομίζω νομίζω νομίζω V- N- V- V- Y
468 03.01.02 ὅτι ὅστις ὅτι ὅτι ὅτι RR C- C- C- N
469 03.01.02 αὐτοὶ αὐτός αὐτός αὐτός αὐτός RP A- RP RP Y
470 03.01.02 μὲν μέν μέν μέν μέν X- D- D- X- Y
471 03.01.02 ξυνετοί συνετός ξυνετος ξυνετός συνετός A- N- A- A- N
472 03.01.02 εἰσι εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
473 03.01.02 καὶ καί καί καί καί C- C- C- C- Y
474 03.01.02 ἀνδρεῖοι ἀνδρεῖος ἀνδρεῖος ἀνδρεῖον ἀνδρεῖος A- A- N- A- N
475 03.01.02 καὶ καί καί καί καί C- C- C- C- Y
476 03.01.02 ὅσιοι, ὅσιος ὅσιος ὅσιος ὅσιος A- A- A- A- Y
477 03.01.02 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
478 03.01.02 δὲ δέ δέ δέ δέ X- C- C- C- Y
479 03.01.02 δεσπότας δεσπότης δεσπότης δεσπότης δεσπότης N- N- N- N- Y
480 03.01.02 ἔχουσιν ἔχω ἔχω ἔχω ἔχω V- V- V- V- Y
481 03.01.02 ἀξυνέτους ἀσύνετος ἀξυνέτος ἄξυνετος ἀσύνετος A- A- A- A- N
482 03.01.02 καὶ καί καί καί καί C- C- C- C- Y
483 03.01.02 ἀνάνδρους ἄνανδρος ἀνάνδρος ἄνανδρος ἄνανδρος A- A- N- A- N
484 03.01.02 καὶ καί καί καί καί C- C- C- C- Y
485 03.01.02 θεοῖς θεάω θεός θεός θεός V- N- N- N- N
486 03.01.02 ἐχθρούς· ἐχθρός ἐχθρός ἐχθρός ἐχθρός A- A- A- A- Y
487 03.01.02 ἀλλ’ ἀλλά ἀλλ ἄλλ ἀλλά D- D- D- C- N
488 03.01.02 οὐ οὐ οὐ οὐ οὐ D- D- D- D- Y
489 03.01.02 προσήκει προσήκω προσήκω προσήκω προσήκω V- V- V- V- Y
490 03.01.02 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
491 03.01.02 ἀξυνέτοις ἀσύνετος ἀξυνέτος ἄξυνετος ἀσύνετος A- A- A- A- N
492 03.01.02 ἄρχειν ἄρχω ἄρχω ἄρχω ἄρχω V- V- V- V- Y
493 03.01.02 οὐδὲ οὐδέ οὐδέ οὐδέ οὐδέ X- C- C- C- Y
494 03.01.02 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
495 03.01.02 ξυνετοῖς συνετός ξυνετός ξυνετός συνετός A- N- N- A- N
496 03.01.02 ὑπακούειν, ὑπακούω ὑπακούω ὑπακούω ὑπακούω V- V- V- V- Y
497 03.01.02 οὐδὲ οὐδέ οὐδέ οὐδέ οὐδέ X- C- C- C- Y
498 03.01.02 ἄξιοι ἄξιος ἄξιος ἄξιος ἄξιος A- A- A- A- Y
499 03.01.02 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
500 03.01.02 ἄτολμοί ἄτολμος ἄτολμος ἄτολμος ἄτολμος A- N- N- A- Y
501 03.01.02 εἰσι εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
502 03.01.02 δεσπόται δεσπότης δεσπότης δεσπότης δεσπότης N- N- N- N- Y
503 03.01.02 εἶναι εἰμί εἰμί εἰμί ἔρχομαι V- V- V- V- N
504 03.01.02 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
505 03.01.02 τολμηρῶν. τολμηρός τολμηρός τολμηρός τολμηρός A- N- N- A- Y
506 03.02.01 ἔπειτα ἔπειτα ἔπειτα ἔπειτα ἔπειτα D- D- D- D- Y
507 03.02.01 ἄνομα ἄνομος ἄνομος ἄνομα ἄνομος A- A- N- A- N
508 03.02.01 μὲν μέν μέν μέν μέν X- D- D- X- Y
509 03.02.01 καὶ καί καί καί καί C- D- D- C- Y
510 03.02.01 ἄδικα ἄδικος ἄδικος ἄδικος ἄδικος A- A- A- A- Y
511 03.02.01 αἰεὶ ἀεί ἀεί ἀεί ἀεί D- D- D- D- Y
512 03.02.01 πάσχουσιν πάσχω πάσχω πάσχω πάσχω V- V- V- V- Y
513 03.02.01 ὑπὸ ὑπό ὑπό ὑπό ὑπό P- P- P- P- Y
514 03.02.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
515 03.02.01 Τούρκων, Τοῦρκοι Τούρκων ἔρκος Τοῦρκος N- N- N- N- N
516 03.02.01 ἀδικούμενοι ἀδικέω ἀδικέω ἀδικέω ἀδικέω V- V- V- V- Y
517 03.02.01 δὲ δέ δέ δέ δέ X- C- C- C- Y
518 03.02.01 οὐχ οὐ οὐ οὐ οὐ D- D- D- D- Y
519 03.02.01 οἷοί οἷος οἷος οἷος οἷος A- A- A- RP Y
520 03.02.01 τ’ σύ ἐτ τ τε RP RI N- X- N
521 03.02.01 εἰσὶ εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
522 03.02.01 δίκην δίκη δίκη δίκη δίκη N- N- N- N- Y
523 03.02.01 λαμβάνειν λαμβάνω λαμβάνω λαμβάνω λαμβάνω V- V- V- V- Y
524 03.02.01 παρὰ παρά παρά παρά παρά P- P- P- P- Y
525 03.02.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
526 03.02.01 αἰτίων, αἴτιος αἴτιος αἴτιος αἴτιος A- A- N- A- Y
527 03.02.01 ἀλλ’ ἀλλά ἀλλ ἀλλά ἀλλά D- N- C- C- N
528 03.02.01 ἀνάγκη ἀνάγκη ἀνάγκη ἀνάγκη ἀνάγκη N- N- N- N- Y
529 03.02.01 ἐστὶ εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
530 03.02.01 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
531 03.02.01 ἀδικίαν ἀδικία ἀδικία ἀδικία ἀδικία N- N- N- N- Y
532 03.02.01 ὑπομένειν· ὑπομένω ὑπομένω ὑπομένω ὑπομένω V- V- V- V- Y
533 03.02.01 καὶ καί καί καί καί C- D- D- C- Y
534 03.02.01 γὰρ γάρ γάρ γάρ γάρ X- X- D- X- Y
535 03.02.01 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
536 03.02.01 κριταῖς κριτής κριτή κριτός κριτής N- N- A- N- N
537 03.02.01 οὐδὲν οὐδείς οὐδείς οὐδείς οὐδείς RP A- RP RP Y
538 03.02.01 μέλει μέλος μέλω μέλω μέλω N- V- V- V- N
539 03.02.01 οὔτε οὔτε οὔτε οὔτε οὔτε D- C- D- D- Y
540 03.02.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
541 03.02.01 νόμων νόμος νόμος νόμος νόμος N- N- N- N- Y
542 03.02.01 οὔτε οὔτε οὔτε οὔτε οὔτε D- D- D- C- Y
543 03.02.01 τοῦ ὁ ὁ ὁ ὁ RA RA RA RA Y
544 03.02.01 δικαίου, δίκαιος δίκαιος δίκαιος δίκαιος A- A- A- A- Y
545 03.02.01 ἀλλὰ ἀλλά ἀλλά ἀλλά ἀλλά D- C- C- C- Y
546 03.02.01 μετὰ μετά μετά μετά μετά P- P- P- P- Y
547 03.02.01 δώρων δῶρον δῶρον δῶρον Δῶρος N- N- N- N- N
548 03.02.01 τὰς ὁ ὁ ὁ ὁ RA RA RA RA Y
549 03.02.01 δίκας δίκη δίκη δίκη δίκη N- N- N- N- Y
550 03.02.01 κρίνουσιν. κρίνω κρίνουσιν κρίνω κρίνω V- V- V- V- N
551 03.02.02 ἀτιμώρητοι ἀτιμώρητος ἀτιμώρητος ἀτιμώρητος ἀτιμώρητος A- A- A- A- Y
552 03.02.02 οὖν οὖν οὖν οὖν οὖν X- D- D- X- Y
553 03.02.02 ἔτι ἔτι ἔτι ἔτι ἔτι D- D- D- D- Y
554 03.02.02 πάσχουσιν πάσχω πάσχω πάσχω πάσχω V- V- V- V- Y
555 03.02.02 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
556 03.02.02 ὑπήκοοι ὑπήκοος ὑπήκοος ὑπήκοος ὑπήκοος A- A- A- A- Y
557 03.02.02 ἀλλ’ ἀλλά ἀλλ ἀλλ ἀλλά D- D- N- C- N
558 03.02.02 οὐκ οὐ οὐ οὐ οὐ D- D- D- D- Y
559 03.02.02 ἀνέλπιστοί ἀνέλπιστος ἀνέλπιστος ἀνέλπιστος ἀνέλπιστος A- A- A- A- Y
560 03.02.02 εἰσι εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
561 03.02.02 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
562 03.02.02 τιμωρίας· τιμωρία τιμωρία τιμωρία τιμωρία N- N- N- N- Y
563 03.02.02 ἔμπειροι ἔμπειρος ἔμπειρος ἔμπειρος ἔμπειρος A- N- A- A- Y
564 03.02.02 μὲν μέν μέν μέν μέν X- D- D- X- Y
565 03.02.02 γὰρ γάρ γάρ γάρ γάρ X- D- D- X- Y
566 03.02.02 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
567 03.02.02 λῃστείας λῃστεία λῃστεία λῃστεία λῃστεία N- N- N- N- Y
568 03.02.02 εἰσὶν εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
569 03.02.02 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
570 03.02.02 ναῦται, ναύτης ναύτης ναύτης ναύτης N- N- N- N- Y
571 03.02.02 ἔμπειροι ἔμπειρος ἔμπειρος ἔμπειρος ἔμπειρος A- N- A- A- Y
572 03.02.02 δὲ δέ δέ δέ δέ X- C- C- C- Y
573 03.02.02 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
574 03.02.02 ὅπλων ὅπλον ὅπλον ὅπλον ὅπλον N- N- N- N- Y
575 03.02.02 καὶ καί καί καί καί C- C- C- C- Y
576 03.02.02 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
577 03.02.02 μαχῶν μάχη μαχός μαστός μάχη N- N- N- N- N
578 03.02.02 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
579 03.02.02 κλεπταὶ - κλεπτής κλεπτή κλέπτης -- N- N- N- N
580 03.02.02 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
